database,iam model,model label,scenario,scenario label,scenario key,warming bin,year,market,method,market name,location,impact category,indicator,unit,score per kg H2,impact label,market availability
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,acidification,accumulated exceedance (AE),mol H+-Eq,0.025219842875177194,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure",RER,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",49.33013819625339,Resource use — energy carriers,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0014013980018766597,Eutrophication — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.003344312635463211,Eutrophication — marine,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.04081540174377458,Eutrophication — terrestrial,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure",RER,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,3.307748859848405e-09,Human toxicity — cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure",RER,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.084103358945574e-07,Human toxicity — non-cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure",RER,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,2.2415317607019523,Ionising radiation — human health,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure",RER,land use,soil quality index,dimensionless,78.60568691150068,Land use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure",RER,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00016478023325378492,Resource use — minerals and metals,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure",RER,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,1.8194746001184227e-07,Ozone depletion,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure",RER,particulate matter formation,impact on human health,disease incidence,1.568449181788291e-07,Particulate matter,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure",RER,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.01046404429626483,Photochemical ozone formation,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure",RER,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2.7823570947685647,Water use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure",RER,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,0.9875078722187575,Climate change — premise GWP incl. H₂,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for transport",EUR,acidification,accumulated exceedance (AE),mol H+-Eq,0.030641190811632503,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure, for transport",EUR,climate change,global warming potential (GWP100),kg CO2-Eq,0.9474098403104925,Climate change — EF 3.1,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure, for transport",EUR,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,39.25048297609382,Ecotoxicity — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure, for transport",EUR,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",52.09596593894252,Resource use — energy carriers,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure, for transport",EUR,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0014748053245555376,Eutrophication — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure, for transport",EUR,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.0035385980439168498,Eutrophication — marine,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for transport",EUR,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.042919897012075145,Eutrophication — terrestrial,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for transport",EUR,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,3.48926852692596e-09,Human toxicity — cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for transport",EUR,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.202466857221992e-07,Human toxicity — non-cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure, for transport",EUR,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,2.357008453739123,Ionising radiation — human health,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure, for transport",EUR,land use,soil quality index,dimensionless,82.76454951240083,Land use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure, for transport",EUR,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00017364218162456638,Resource use — minerals and metals,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure, for transport",EUR,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,1.8856660815737851e-07,Ozone depletion,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure, for transport",EUR,particulate matter formation,impact on human health,disease incidence,1.648361010953986e-07,Particulate matter,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure, for transport",EUR,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.010968520867028302,Photochemical ozone formation,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure, for transport",EUR,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2.935022764088812,Water use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Transport,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure, for transport",EUR,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,1.086646004463547,Climate change — premise GWP incl. H₂,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,acidification,accumulated exceedance (AE),mol H+-Eq,0.029037317993407342,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,climate change,global warming potential (GWP100),kg CO2-Eq,0.8740568005340283,Climate change — EF 3.1,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,36.970258687444485,Ecotoxicity — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",48.85329839765551,Resource use — energy carriers,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0013883751477803462,Eutrophication — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.003318876172361569,Eutrophication — marine,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.04053496587316154,Eutrophication — terrestrial,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,3.274458927664943e-09,Human toxicity — cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.0636296687627625e-07,Human toxicity — non-cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,2.2196658276500454,Ionising radiation — human health,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,land use,soil quality index,dimensionless,77.86663638100119,Land use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00016316336556678628,Resource use — minerals and metals,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,1.807923013122544e-07,Ozone depletion,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,particulate matter formation,impact on human health,disease incidence,1.5542759912227003e-07,Particulate matter,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.01038701725576944,Photochemical ozone formation,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2.753585423434349,Water use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Chemicals,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,0.9624915679235819,Climate change — premise GWP incl. H₂,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for steel",EUR,acidification,accumulated exceedance (AE),mol H+-Eq,0.03040444905795467,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure, for steel",EUR,climate change,global warming potential (GWP100),kg CO2-Eq,0.9334359102635457,Climate change — EF 3.1,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure, for steel",EUR,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,38.897411858900064,Ecotoxicity — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure, for steel",EUR,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",51.640235958791855,Resource use — energy carriers,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure, for steel",EUR,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0014643309247136696,Eutrophication — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure, for steel",EUR,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.0034909061550950356,Eutrophication — marine,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for steel",EUR,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.042410852700115236,Eutrophication — terrestrial,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for steel",EUR,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,3.4638119931502762e-09,Human toxicity — cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for steel",EUR,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.1852278257722948e-07,Human toxicity — non-cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure, for steel",EUR,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,2.341784961341333,Ionising radiation — human health,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure, for steel",EUR,land use,soil quality index,dimensionless,82.11999887266441,Land use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure, for steel",EUR,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00017239820019291122,Resource use — minerals and metals,available
