database,iam model,model label,scenario,scenario label,scenario key,warming bin,year,market,market location,provider,provider product,provider unit,provider location,provider key,demand amount,stage,substage,component,classification rule
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,RER,"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from grid electricity","hydrogen, gaseous, 30 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full', '300dda1508314dcfb4b72cc6f458e238')",0.5915049395258205,Production,Production technology,PEM electrolysis,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,EUR,compressor assembly for transmission hydrogen pipeline,"compressor, for hydrogen transmission",unit,RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'd254e132c59c47c08fd6e26628e1b4d3')",2.5816249138443937e-11,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,EUR,"market group for electricity, low voltage","electricity, low voltage",kilowatt hour,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '62358de1bec44feab531872235e3381e')",1.4532430648803711,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,EUR,liquid hydrogen production,liquid hydrogen production,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'c031d9a17ada45f5809589306c04f6ed')",0.2,Distribution,Conversion,Liquefaction,exact conversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Steel,EUR,liquid hydrogen regasification,liquid hydrogen regasification,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '26f1158f1f8f4b90bc9000882d9901e6')",0.2,Distribution,Reconversion,Hydrogen regasification,reconversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from grid electricity","hydrogen, gaseous, 30 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'be1cc8217fe942e695660fa8aa6e2991')",0.9318615539386946,Production,Production technology,PEM electrolysis,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '820080a5389d4a6286fa91535fd30db1')",2.5131640192688253e-06,Production,Production technology,Biomass gasification,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'ffdb3934d2cb4d42a149ada3cf983deb')",0.062160731124385624,Production,Production technology,Biomass gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"hydrogen production, coal gasification, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'cd7096ac21e84fd5aa16bfede6748f44')",1.1022649207319411e-06,Production,Production technology,Coal gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"hydrogen production, steam methane reforming, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '82839766a7c345ad8681b8687953684a')",0.005974099507979803,Production,Production technology,Steam methane reforming with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"transport, hydrogen, liquid, lorry, unspecified","transport, hydrogen, liquid, lorry, unspecified",ton kilometer,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'a527e7a4bacb4c109bcbf3572d8bb310')",0.02,Distribution,Transport,Liquid H2 truck,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"hydrogen supply, distributed by pipeline","hydrogen, gaseous, from pipeline",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '8a081d7c64ad44e284d5e074567a8f58')",0.8,Distribution,Transport,Pipeline distribution,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,compressor assembly for transmission hydrogen pipeline,"compressor, for hydrogen transmission",unit,RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'd254e132c59c47c08fd6e26628e1b4d3')",2.5816249138443937e-11,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,"market group for electricity, low voltage","electricity, low voltage",kilowatt hour,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '62358de1bec44feab531872235e3381e')",1.4532430648803711,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,liquid hydrogen production,liquid hydrogen production,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'c031d9a17ada45f5809589306c04f6ed')",0.2,Distribution,Conversion,Liquefaction,exact conversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Cement,EUR,liquid hydrogen regasification,liquid hydrogen regasification,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '26f1158f1f8f4b90bc9000882d9901e6')",0.2,Distribution,Reconversion,Hydrogen regasification,reconversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from grid electricity","hydrogen, gaseous, 30 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'be1cc8217fe942e695660fa8aa6e2991')",0.9318615539386946,Production,Production technology,PEM electrolysis,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '820080a5389d4a6286fa91535fd30db1')",2.5131640192688253e-06,Production,Production technology,Biomass gasification,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'ffdb3934d2cb4d42a149ada3cf983deb')",0.062160731124385624,Production,Production technology,Biomass gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"hydrogen production, coal gasification, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'cd7096ac21e84fd5aa16bfede6748f44')",1.1022649207319411e-06,Production,Production technology,Coal gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"hydrogen production, steam methane reforming, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '82839766a7c345ad8681b8687953684a')",0.005974099507979803,Production,Production technology,Steam methane reforming with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"transport, hydrogen, gaseous, lorry, unspecified","transport, hydrogen, gaseous, lorry, unspecified",ton kilometer,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '7eaea75b28f4410dbbf6c80a1616f101')",0.0125,Distribution,Transport,Gaseous H2 truck,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"transport, hydrogen, liquid, lorry, unspecified","transport, hydrogen, liquid, lorry, unspecified",ton kilometer,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'a527e7a4bacb4c109bcbf3572d8bb310')",0.025,Distribution,Transport,Liquid H2 truck,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"hydrogen supply, distributed by pipeline","hydrogen, gaseous, from pipeline",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '8a081d7c64ad44e284d5e074567a8f58')",0.5,Distribution,Transport,Pipeline distribution,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,compressor assembly for transmission hydrogen pipeline,"compressor, for hydrogen transmission",unit,RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'd254e132c59c47c08fd6e26628e1b4d3')",1.613515571152746e-11,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,"market group for electricity, low voltage","electricity, low voltage",kilowatt hour,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '62358de1bec44feab531872235e3381e')",0.9082769155502319,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,gaseous hydrogen production,gaseous hydrogen production,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'bd0c6d37ad7d4acc9af84999c2ad0e1c')",0.25,Distribution,Conversion,Compression (lorry),exact conversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,liquid hydrogen production,liquid hydrogen production,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', 'c031d9a17ada45f5809589306c04f6ed')",0.25,Distribution,Conversion,Liquefaction,exact conversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Other end uses,EUR,liquid hydrogen regasification,liquid hydrogen regasification,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full', '26f1158f1f8f4b90bc9000882d9901e6')",0.25,Distribution,Reconversion,Hydrogen regasification,reconversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from grid electricity","hydrogen, gaseous, 30 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '1004429732be4d39a6a0b308671c4e16')",0.9664957993820447,Production,Production technology,PEM electrolysis,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'e52ddfc1c8854f58acf2f98b011a34a9')",1.7570227245698377e-06,Production,Production technology,Biomass gasification,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '225fb7f1b77e4346bac18aa266f6f9fd')",0.03127453878047636,Production,Production technology,Biomass gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"hydrogen production, coal gasification, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'ba345639cdb5462a82e2bfa376f4a41c')",5.292237122198307e-07,Production,Production technology,Coal gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"hydrogen production, steam methane reforming, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '1fcfec83d5754898aa96575a8b6b1cd2')",0.0022273755910423346,Production,Production technology,Steam methane reforming with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"hydrogen supply, distributed by pipeline","hydrogen, gaseous, from pipeline",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '2263a48dd2824758830328135d934693')",1.0,Distribution,Transport,Pipeline distribution,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,compressor assembly for transmission hydrogen pipeline,"compressor, for hydrogen transmission",unit,RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'b74c35e125f74cff9119e7ca0689ef5e')",3.227031142305492e-11,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,RER,"market group for electricity, low voltage","electricity, low voltage",kilowatt hour,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'ad73bed871994929966b4816a0088bc4')",1.8165538311004639,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from grid electricity","hydrogen, gaseous, 30 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '1004429732be4d39a6a0b308671c4e16')",0.9664957993820447,Production,Production technology,PEM electrolysis,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'e52ddfc1c8854f58acf2f98b011a34a9')",1.7570227245698377e-06,Production,Production technology,Biomass gasification,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '225fb7f1b77e4346bac18aa266f6f9fd')",0.03127453878047636,Production,Production technology,Biomass gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"hydrogen production, coal gasification, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'ba345639cdb5462a82e2bfa376f4a41c')",5.292237122198307e-07,Production,Production technology,Coal gasification with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"hydrogen production, steam methane reforming, with CCS","hydrogen, gaseous, low pressure",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '1fcfec83d5754898aa96575a8b6b1cd2')",0.0022273755910423346,Production,Production technology,Steam methane reforming with CCS,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"transport, hydrogen, gaseous, lorry, unspecified","transport, hydrogen, gaseous, lorry, unspecified",ton kilometer,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'ba5d4f2961b6402fb49bdd6ba3e34eaf')",0.0125,Distribution,Transport,Gaseous H2 truck,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"transport, hydrogen, liquid, lorry, unspecified","transport, hydrogen, liquid, lorry, unspecified",ton kilometer,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'a30b12785e85414cba4e3a1b658d15bc')",0.025,Distribution,Transport,Liquid H2 truck,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"hydrogen supply, distributed by pipeline","hydrogen, gaseous, from pipeline",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '2263a48dd2824758830328135d934693')",0.5,Distribution,Transport,Pipeline distribution,exact transport activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,compressor assembly for transmission hydrogen pipeline,"compressor, for hydrogen transmission",unit,RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'b74c35e125f74cff9119e7ca0689ef5e')",1.613515571152746e-11,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,"market group for electricity, low voltage","electricity, low voltage",kilowatt hour,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'ad73bed871994929966b4816a0088bc4')",0.9082769155502319,Distribution,Conversion,Compression (pipeline),pipeline compression input
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,gaseous hydrogen production,gaseous hydrogen production,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'dd48a36cb03e4cf0a9ad5e38ad9e50f8')",0.25,Distribution,Conversion,Compression (lorry),exact conversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,liquid hydrogen production,liquid hydrogen production,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '9c01aa33812b4472ad0e600727d8df20')",0.25,Distribution,Conversion,Liquefaction,exact conversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Transport,EUR,liquid hydrogen regasification,liquid hydrogen regasification,unit,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '264ffca1485f4a828945bfc59f234573')",0.25,Distribution,Reconversion,Hydrogen regasification,reconversion activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Chemicals,EUR,"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from grid electricity","hydrogen, gaseous, 30 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '1004429732be4d39a6a0b308671c4e16')",0.9664957993820447,Production,Production technology,PEM electrolysis,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Chemicals,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', 'e52ddfc1c8854f58acf2f98b011a34a9')",1.7570227245698377e-06,Production,Production technology,Biomass gasification,hydrogen production activity
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Chemicals,EUR,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","hydrogen, gaseous, 25 bar",kilogram,EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full', '225fb7f1b77e4346bac18aa266f6f9fd')",0.03127453878047636,Production,Production technology,Biomass gasification with CCS,hydrogen production activity
